profileId,testId,modifiedDateUtc,testDateUtc,testTypeId,testTypeName,notes,device,leftAvgForce,leftImpulse,leftMaxForce,leftTorque,leftCalibration,leftRepetitions,rightAvgForce,rightImpulse,rightMaxForce,rightTorque,rightCalibration,rightRepetitions,tenant_id
9cd86ccc-5359-4737-a6af-5216f9e8059a,710db7b2-a619-4cb9-98e6-998880f6cf83,2023-01-03 21:44:10.564000+00:00,2023-01-03 21:43:43.406000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,248.33333333333331,2043.0200000000018,305.0,119.4075,0.0,3,256.66666666666663,1972.2050000000008,312.5,122.34375,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
1b43cb76-9be4-489f-a10c-c0fe58937649,a6f214fb-6a2e-4b8a-8e6d-683512ce8a4b,2023-01-10 03:48:42.999000+00:00,2023-01-10 03:48:42.416000+00:00,f9755ba4-17cf-4c47-9c3d-a8995905073d,ISO Prone,,NordBord-1613,197.66666666666669,1345.83,207.5,71.89875,0.0,3,191.41666666666666,1286.8999999999999,197.5,68.43375,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
1b43cb76-9be4-489f-a10c-c0fe58937649,c93cdd8c-0147-4aba-9c27-ae01b06f95b8,2023-01-10 03:50:12.651000+00:00,2023-01-10 03:50:12.526000+00:00,1ccf7d5f-307d-4d1f-9fb3-1d8a9878d94a,ISO 30,,NordBord-1613,158.91666666666666,720.3749999999999,168.5,58.385250000000006,0.0,3,190.83333333333331,922.8149999999998,203.5,70.51275000000001,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
e19c69b2-5cc3-477f-9231-4d89e4f214d3,44a2d523-8f30-47cf-8e1f-dc9a47399fbc,2023-01-10 03:56:18.330000+00:00,2023-01-10 03:56:18.009000+00:00,f9755ba4-17cf-4c47-9c3d-a8995905073d,ISO Prone,,NordBord-1613,310.8333333333333,2088.03,319.75,133.815375,0.0,3,346.0,2669.2,348.75,145.951875,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
ef496913-c955-4e59-827c-81f43fbbae0e,f69ebc7e-487b-4aec-a0ce-c429df22599b,2023-01-30 22:49:42.086000+00:00,2023-01-30 22:49:02.345000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,267.41666666666663,3067.1,283.5,121.19624999999999,0.0,3,299.41666666666663,3058.6099999999988,315.25,134.769375,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bb261a4b-b30f-4dc9-ad2b-e94d04d6ae30,4da5233b-3e47-469a-8e9a-5d1fa79684f9,2023-01-30 22:50:49.045000+00:00,2023-01-30 22:50:47.377000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,433.83333333333337,5972.3600000000015,472.25,180.635625,0.0,3,450.75,6136.685000000001,476.75,182.356875,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
95bca20b-7ec7-4d4c-861c-3c5ec38803e0,b62232b7-bd7b-4ebd-9618-9cc896462745,2023-01-30 22:52:56.858000+00:00,2023-01-30 22:52:53.674000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,321.4375,6771.640000000003,450.25,200.586375,0.0,4,271.0,7193.225000000006,329.5,146.79225,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
94e4c6d0-cabc-4113-8f6f-d7ed78c00344,0afb2ec8-4cf7-40b6-9f3d-de71dacd9723,2023-01-30 22:55:57.826000+00:00,2023-01-30 22:55:04.162000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,286.375,4428.205000000001,291.5,111.49875,0.0,2,301.75,4375.304999999998,312.25,119.435625,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
d7bfa483-dda7-404a-98c0-8316934e9b17,69287d0a-16a3-4839-ab06-12bfefe7dcd2,2023-01-30 22:56:58.187000+00:00,2023-01-30 22:56:44.378000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,382.0,4147.845,395.0,158.19750000000002,0.0,3,358.5,4393.789999999997,371.0,148.5855,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
2929d7f7-8683-4bfd-97db-cd33ae64f6d9,ff8321df-59d7-46e2-b65e-7e00717847fb,2023-01-30 22:58:58.811000+00:00,2023-01-30 22:58:54.558000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,461.25,5630.920000000002,481.0,214.2855,0.0,3,402.5833333333333,5621.6,411.0,183.1005,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
3d23f21c-248d-4286-ac62-0b61259e12cd,ca4f46c7-1f03-4b1e-bfc1-af4866cf7b7e,2023-01-30 23:01:59.026000+00:00,2023-01-30 23:00:58.790000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,464.1666666666667,6929.17,485.5,190.07325,0.0,3,468.4166666666667,7305.125,473.0,185.17950000000002,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
584f5b66-96d5-4b26-a651-84ed472ad07c,250972f8-6a32-4e3f-9778-8ce0762b25af,2023-01-30 23:03:01.399000+00:00,2023-01-30 23:02:22.409000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,339.3333333333333,3879.6900000000005,382.5,153.19125,0.0,3,337.5833333333333,3904.7749999999974,355.0,142.1775,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
59200686-dd45-4f09-8d8a-fc5fad0417db,66a95edd-4e76-4656-9181-bf767589dbc9,2023-01-30 23:05:01.671000+00:00,2023-01-30 23:04:44.257000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,270.75,1211.6349999999993,285.0,109.0125,0.0,2,405.375,1797.62,423.5,161.98875,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
a339f8e3-e280-48d5-bfab-407dc9fe8faa,0bb4aaf9-38b1-4030-a021-33a77750d442,2023-01-30 23:07:02.480000+00:00,2023-01-30 23:06:07.784000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,391.3333333333333,3621.8100000000018,417.75,159.789375,0.0,3,389.0,3358.954999999999,424.25,162.275625,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
d079ad6e-34fb-47ad-aea6-f9830faf201a,8a3e24ca-f5d6-4644-a6ea-79df2ba6f7dd,2023-01-30 23:08:02.521000+00:00,2023-01-30 23:07:32.760000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,348.5833333333333,3362.329999999998,358.5,133.89975,0.0,3,328.25,3435.495000000002,335.0,125.12250000000002,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
181cf0f4-b1be-46fc-a8c0-1531e6b93b70,43ef7864-e5da-4315-9901-5609b78e6bac,2023-01-30 23:11:02.675000+00:00,2023-01-30 23:10:21.674000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,389.0833333333333,8042.635,425.5,151.26525,0.0,3,380.1666666666667,8434.540000000005,396.0,140.77800000000002,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
5ae7bc55-2af2-484d-9c37-d3595ceb76eb,e431829b-40a1-4b83-86de-9c93aa7a3ab9,2023-01-30 23:15:03.420000+00:00,2023-01-30 23:14:08.554000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,474.875,4345.015,483.0,167.35950000000003,0.0,2,404.625,3775.250000000002,414.75,143.71087500000002,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
67fefb48-8bdf-49b6-9192-f43cd3cd5ed5,858dc3c7-050b-4628-b4a4-4f8915839b5f,2023-02-01 15:25:43.357000+00:00,2023-02-01 15:24:57.261000+00:00,f9755ba4-17cf-4c47-9c3d-a8995905073d,ISO Prone,,NordBord-1756,335.25,2948.5750000000066,347.5,161.06625,0.0,2,391.875,2158.7849999999994,402.25,186.44287500000002,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
4e52d343-826b-4782-8603-c19b1bdbc3b4,40d41fb3-a8e6-44bd-b03a-7c8610370ab5,2023-02-03 15:48:38.492000+00:00,2023-02-03 15:47:58.055000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,357.75,5108.77,374.75,143.34187500000002,0.0,3,274.25,2679.249999999999,298.0,113.985,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
f7adf4a2-8462-45e0-8c48-450b545649db,0de68958-d28d-42ad-a78f-cc568990dfc9,2023-02-03 15:53:43.336000+00:00,2023-02-03 15:53:41.045000+00:00,f9755ba4-17cf-4c47-9c3d-a8995905073d,ISO Prone,,NordBord-1756,327.625,1468.7850000000008,331.25,96.89062500000001,0.0,2,383.125,1834.5099999999993,386.0,112.90500000000002,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
4e52d343-826b-4782-8603-c19b1bdbc3b4,208e04a0-406d-4d3e-88a6-61a320cc6947,2023-02-03 15:59:52.834000+00:00,2023-02-03 15:55:10.744000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,404.375,3385.7699999999995,427.75,163.614375,0.0,2,305.0,2144.225,313.5,119.91375000000001,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
4e52d343-826b-4782-8603-c19b1bdbc3b4,ff74ed09-ce29-479e-8047-53f0a76351e2,2023-02-03 15:59:53.837000+00:00,2023-02-03 15:59:18.347000+00:00,f9755ba4-17cf-4c47-9c3d-a8995905073d,ISO Prone,,NordBord-1756,302.9166666666667,2017.2399999999998,314.75,120.391875,0.0,3,274.0833333333333,1804.105,281.0,107.4825,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
f7adf4a2-8462-45e0-8c48-450b545649db,d5bd9513-5113-4487-bb5d-e4f022adaf00,2023-02-09 14:15:47.543000+00:00,2023-02-09 14:11:12.210000+00:00,f9755ba4-17cf-4c47-9c3d-a8995905073d,ISO Prone,,NordBord-1756,312.0,1943.685,340.0,126.99000000000002,0.0,2,309.25,1742.8149999999998,325.0,121.38750000000002,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
f7adf4a2-8462-45e0-8c48-450b545649db,60362a95-4f9b-4f09-b2a4-5ffabed14793,2023-02-09 14:15:47.614000+00:00,2023-02-09 14:12:30.941000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,318.5,5151.999999999996,345.0,128.85750000000002,0.0,3,306.6666666666667,3973.9449999999997,314.5,117.46575000000001,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
c53b676b-727a-4ca0-9eca-298a87c5da05,55e9421a-d909-43c7-8fcb-ea732e3abd23,2023-02-09 14:15:47.660000+00:00,2023-02-09 14:14:51.891000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,292.5,4440.034999999995,343.0,155.89350000000002,0.0,4,294.9375,4451.944999999998,372.0,169.074,0.0,4,f1185650-fb79-44a0-8b4b-b2bf82d28c83
f2460ffe-bae6-4e40-a9b4-36d57843a813,848878b4-9374-4c5c-baa8-8923f000e506,2023-02-09 14:16:49.936000+00:00,2023-02-09 14:16:36.956000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,448.25,5676.7249999999985,452.75,205.774875,0.0,2,478.625,6258.390000000005,488.25,221.909625,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
a0a5ad21-0d6f-4fb4-a031-7cae2a82227a,8c7e2c8e-e03e-4e15-bb17-dcc04cf728fe,2023-02-09 14:17:50.828000+00:00,2023-02-09 14:17:45.461000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,459.5,5743.390000000003,482.25,162.759375,0.0,3,419.75,5290.579999999998,427.25,144.196875,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
0d5d436b-a6d5-4ca6-8a1b-4e028c83c468,bf3c3133-b9b4-4e82-bcd1-dd40ce370b7e,2023-02-09 14:19:51.231000+00:00,2023-02-09 14:19:00.769000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,377.0,3708.1450000000004,410.5,127.46025,0.0,3,369.5,3343.7049999999986,383.75,119.154375,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
484f76a2-9373-4580-ae9f-78c786addb98,0624bbde-b75b-43ba-bc9a-f6e4e3a3f912,2023-02-09 14:20:51.645000+00:00,2023-02-09 14:19:52.028000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,430.66666666666663,3361.0949999999993,442.5,169.25625,0.0,3,487.41666666666663,3786.940000000001,508.25,194.40562500000001,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
461c783c-6150-4bed-837e-7eb14dcec19f,9e81ba5a-5e73-4f76-a3db-bc4e17d09844,2023-02-09 14:21:09.509000+00:00,2023-02-09 14:20:48.620000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,222.25,1131.8449999999996,245.25,102.637125,0.0,3,254.16666666666666,1859.9700000000003,288.5,120.73724999999999,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
56b878a5-6bc4-4041-9dbb-645524c269b5,0bd64ab1-3f0b-4f26-bd29-e1b6b7fb8922,2023-02-09 14:22:20.825000+00:00,2023-02-09 14:21:46.124000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,314.6666666666667,1911.255,373.25,142.768125,0.0,3,305.41666666666663,2366.239999999999,343.25,131.293125,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
4e113fb3-d14e-421f-b9c4-55ba12036f06,724ee1af-976b-4f10-b404-255f8816f4ba,2023-02-09 14:24:23.292000+00:00,2023-02-09 14:23:38.040000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,227.49999999999997,1763.01,262.5,102.76875,0.0,3,336.0,3010.7800000000007,369.75,144.757125,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
f4501a31-c3a3-4f29-aa61-98175b8a1173,7aed79ac-364f-4e44-9f72-c64d296cde72,2023-02-09 14:25:24.176000+00:00,2023-02-09 14:25:06.767000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,192.16666666666666,1313.5700000000004,223.75,93.639375,0.0,3,277.0833333333333,2297.120000000001,311.25,130.258125,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
eeeb5f04-40a7-4c00-bd47-a7c4f8f42847,3efb38b2-750f-43a0-a240-aa17f86ddb31,2023-02-09 14:27:28.223000+00:00,2023-02-09 14:26:48.830000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,433.25,6314.570000000002,505.5,211.55175,0.0,2,487.125,7141.640000000003,564.75,236.347875,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
4dc68646-6f8c-427b-b6c1-315d98013554,3af09fad-d135-4030-afb3-08e2c759ef08,2023-02-09 14:28:28.631000+00:00,2023-02-09 14:27:35.078000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,211.5,281.50500000000005,211.5,98.03025000000001,0.0,1,243.75,487.96,243.75,112.978125,0.0,1,f1185650-fb79-44a0-8b4b-b2bf82d28c83
94153a15-d5b0-49ed-bfdf-877f6337e3e3,bc74a709-4efe-4bd5-ad1f-a9e6a3a02690,2023-02-09 14:29:29.822000+00:00,2023-02-09 14:28:58.451000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,291.75,3009.525,330.75,132.465375,0.0,3,249.66666666666666,2562.8499999999995,263.25,105.43162500000001,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
79fe0836-fc49-4f7a-b5d3-a3d26b5cfe16,ed8740ae-fcd9-49d5-a01e-f10e0ac1bcbe,2023-02-09 14:30:30.250000+00:00,2023-02-09 14:29:43.874000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,254.08333333333331,1879.1150000000002,283.5,105.88725000000001,0.0,3,265.0833333333333,1983.8849999999998,301.5,112.61025000000002,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
cd424555-d73d-4e3b-be63-a66c408dfe89,e1110fe0-b1f4-4113-aa42-7182e023e60e,2023-02-09 14:31:30.905000+00:00,2023-02-09 14:30:55.864000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,258.125,1864.9249999999997,268.0,119.394,0.0,2,299.875,2826.7550000000006,305.75,136.211625,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bddb11b6-4e71-4fde-98be-95d252e6538a,a2af3651-18f3-4134-95ab-55530f79ec2b,2023-02-09 14:32:33.525000+00:00,2023-02-09 14:32:06.275000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,276.0,653.8749999999995,276.0,120.474,0.0,1,353.25,977.6199999999997,353.25,154.193625,0.0,1,f1185650-fb79-44a0-8b4b-b2bf82d28c83
8a6052be-7dd9-49b1-bde5-b223f6ad3735,9f0c245c-1dc2-4cc3-a365-499096831225,2023-02-09 14:33:34.191000+00:00,2023-02-09 14:33:25.477000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,343.25,1804.0099999999995,365.0,139.6125,0.0,2,354.5,2315.3499999999995,363.75,139.134375,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
50bb5c72-63cf-4b31-a8ac-0b85bc7a9b8b,f65c280e-fb39-4e87-b495-f4ce77751bd7,2023-02-09 14:35:36.121000+00:00,2023-02-09 14:34:48.021000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,354.125,3023.925000000001,376.75,147.497625,0.0,2,368.75,3634.1150000000002,369.25,144.561375,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
49b85a09-b93f-4c49-aa94-38ead560cfbe,a4b3000a-9cc5-48be-9939-fa938df7f2f0,2023-02-09 14:35:36.281000+00:00,2023-02-09 14:35:15.356000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,180.5,216.00500000000002,180.5,75.53925,0.0,1,194.75,317.60499999999996,194.75,81.502875,0.0,1,f1185650-fb79-44a0-8b4b-b2bf82d28c83
bd407fda-4ed2-4916-a145-401809e59783,cc1595b9-2c31-4d2b-b58a-750f49483954,2023-02-09 14:36:36.553000+00:00,2023-02-09 14:36:16.246000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,174.25,576.415,174.25,77.628375,0.0,1,213.25,880.3649999999998,213.25,95.002875,0.0,1,f1185650-fb79-44a0-8b4b-b2bf82d28c83
91dbe456-5d9a-4e37-a0db-48cf11607197,7aed34de-2dc2-4a48-bbea-03a946667079,2023-02-09 14:37:37.011000+00:00,2023-02-09 14:37:12.562000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,266.125,1195.3150000000005,293.75,117.64687500000001,0.0,2,268.75,1477.4849999999997,269.5,107.93475000000001,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
1b3ca559-5263-4964-83fa-4c1849743f96,93e1e26d-f4b1-42e3-b0f2-9c819515a75a,2023-02-09 14:39:39.876000+00:00,2023-02-09 14:39:04.711000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,296.0,2223.58,296.0,142.524,0.0,1,298.25,3124.654999999999,298.25,143.60737500000002,0.0,1,f1185650-fb79-44a0-8b4b-b2bf82d28c83
f9bd6f0d-8ad6-455c-9463-e9d494dff1f8,a3f6a9c6-5af2-4674-999b-231780b6e79d,2023-02-09 19:41:20.683000+00:00,2023-02-09 19:40:24.491000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,332.5,3423.3900000000012,373.5,142.86375,0.0,3,319.5833333333333,4182.055,328.75,125.746875,0.0,3,f1185650-fb79-44a0-8b4b-b2bf82d28c83
67fefb48-8bdf-49b6-9192-f43cd3cd5ed5,48d759f9-ebe0-4d4b-81fe-930b835cccbd,2023-02-09 19:43:21.615000+00:00,2023-02-09 19:42:49.790000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,334.75,960.4349999999997,334.75,155.15662500000002,0.0,1,420.25,1054.705,420.25,194.785875,0.0,1,f1185650-fb79-44a0-8b4b-b2bf82d28c83
f9bd6f0d-8ad6-455c-9463-e9d494dff1f8,e2896180-dc29-4eef-9b3b-157093f7bc4d,2023-02-09 19:47:25.100000+00:00,2023-02-09 19:46:38.241000+00:00,f9755ba4-17cf-4c47-9c3d-a8995905073d,ISO Prone,,NordBord-1756,272.75,2200.294999999999,283.5,108.43875,0.0,2,255.0,1786.4649999999997,265.25,101.458125,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
f9bd6f0d-8ad6-455c-9463-e9d494dff1f8,d56d45d3-bb0c-4d96-949a-33c8e97178b4,2023-02-09 19:50:27.561000+00:00,2023-02-09 19:49:30.157000+00:00,1ccf7d5f-307d-4d1f-9fb3-1d8a9878d94a,ISO 30,,NordBord-1756,304.375,2132.44,316.0,120.87,0.0,2,227.0,1397.5199999999995,245.75,93.999375,0.0,2,f1185650-fb79-44a0-8b4b-b2bf82d28c83
f7adf4a2-8462-45e0-8c48-450b545649db,7b0c32a4-039e-4113-b668-ec16c044e2ba,2023-02-10 23:37:13.563000+00:00,2023-02-10 13:14:16.652000+00:00,596a6004-553f-4afa-aef0-1474903b462e,Nordic,,NordBord-1756,294.0,1040.9650000000001,294.0,85.995,0.0,1,290.75,950.3449999999998,290.75,85.04437500000002,0.0,1,f1185650-fb79-44a0-8b4b-b2bf82d28c83
